id,tgl_distribusi,jumlah,satuan,harga_berlaku,id_unit_ternak,id_jenis_produk,id_mitra_bisnis
198,2025-01-31,32,kg,142618,1,4,1
199,2025-02-01,30,ekor,114520,1,2,1
200,2025-02-02,46,ekor,129133,1,2,1
201,2025-02-03,27,ekor,137694,1,2,1
202,2025-02-04,30,ekor,120998,1,2,1
203,2025-02-05,41,kg,137148,1,4,1
204,2025-02-06,46,ekor,134112,1,2,1
205,2025-02-07,8,ekor,138284,1,2,1
206,2025-02-08,45,ekor,126854,1,2,1
207,2025-02-09,14,ekor,147763,1,2,1
208,2025-02-10,27,ekor,109349,1,2,1
209,2025-02-11,5,kg,129862,1,4,1
210,2025-02-12,3,ekor,108386,1,2,1
211,2025-02-13,6,ekor,139855,1,2,1
212,2025-02-14,31,kg,132052,1,4,1
213,2025-02-15,8,ekor,148595,1,2,1
214,2025-02-16,48,ekor,117420,1,2,1
215,2025-02-17,6,kg,143190,1,4,1
216,2025-02-18,32,ekor,131912,1,2,1
217,2025-02-19,40,kg,136694,1,4,1
218,2025-02-20,38,ekor,134489,1,2,1
219,2025-02-21,43,ekor,109151,1,2,1
220,2025-02-22,39,ekor,132778,1,2,1
221,2025-02-23,40,ekor,119309,1,2,1
222,2025-02-24,2,kg,122320,1,4,1
223,2025-02-25,11,kg,135593,1,4,1
224,2025-02-26,23,ekor,146500,1,2,1
225,2025-02-27,27,ekor,139940,1,2,1
226,2025-02-28,5,kg,139908,1,4,1
227,2025-03-01,27,ekor,102377,1,2,1
228,2025-03-02,31,ekor,138394,1,2,1
229,2025-03-03,27,ekor,127963,1,2,1
230,2025-03-04,45,kg,118706,1,4,1
231,2025-03-05,10,kg,133326,1,4,1
232,2025-03-06,34,kg,132762,1,4,1
233,2025-03-07,33,kg,143946,1,4,1
234,2025-03-08,17,ekor,115996,1,2,1
235,2025-03-09,4,kg,121412,1,4,1
236,2025-03-10,49,kg,142009,1,4,1
237,2025-03-11,4,kg,121584,1,4,1
238,2025-03-12,46,ekor,145437,1,2,1
239,2025-03-13,12,kg,129775,1,4,1
240,2025-03-14,16,kg,117540,1,4,1
241,2025-03-15,35,ekor,121457,1,2,1
242,2025-03-16,12,kg,108985,1,4,1
243,2025-03-17,10,kg,100018,1,4,1
244,2025-03-18,11,ekor,128443,1,2,1
245,2025-03-19,9,ekor,121198,1,2,1
246,2025-03-20,38,ekor,109558,1,2,1
247,2025-03-21,10,kg,144068,1,4,1
248,2025-03-22,17,ekor,114096,1,2,1
249,2025-03-23,18,ekor,102943,1,2,1
250,2025-03-24,25,ekor,124556,1,2,1
251,2025-03-25,45,ekor,117002,1,2,1
252,2025-03-26,33,ekor,145517,1,2,1
253,2025-03-27,14,ekor,125333,1,2,1
254,2025-03-28,34,ekor,142573,1,2,1
255,2025-03-29,40,kg,145877,1,4,1
256,2025-03-30,18,ekor,108660,1,2,1
257,2025-03-31,37,kg,129185,1,4,1
258,2025-04-01,42,kg,142603,1,4,1
259,2025-04-02,34,ekor,138563,1,2,1
260,2025-04-03,1,ekor,101915,1,2,1
261,2025-04-04,41,ekor,112612,1,2,1
262,2025-04-05,6,kg,141233,1,4,1
263,2025-04-06,6,ekor,120317,1,2,1
264,2025-04-07,10,ekor,105126,1,2,1
265,2025-04-08,45,kg,149908,1,4,1
266,2025-04-09,8,kg,148815,1,4,1
267,2025-04-10,21,kg,137312,1,4,1
268,2025-04-11,30,ekor,112643,1,2,1
269,2025-04-12,15,ekor,119424,1,2,1
270,2025-04-13,27,kg,131728,1,4,1
271,2025-04-14,1,ekor,123200,1,2,1
272,2025-04-15,33,kg,111884,1,4,1
273,2025-04-16,23,ekor,144550,1,2,1
274,2025-04-17,6,ekor,100571,1,2,1
275,2025-04-18,38,ekor,109732,1,2,1
276,2025-04-19,34,ekor,105299,1,2,1
277,2025-04-20,25,kg,118822,1,4,1
278,2025-04-21,21,ekor,120488,1,2,1
279,2025-04-22,10,ekor,142383,1,2,1
280,2025-04-23,40,ekor,100740,1,2,1
281,2025-04-24,36,ekor,105251,1,2,1
282,2025-04-25,23,kg,108714,1,4,1
283,2025-04-26,14,ekor,134988,1,2,1
284,2025-04-27,37,kg,116645,1,4,1
285,2025-04-28,9,ekor,113798,1,2,1
286,2025-04-29,38,kg,131155,1,4,1
287,2025-04-30,11,kg,123126,1,4,1
288,2025-05-01,2,kg,126367,1,4,1
289,2025-05-02,31,ekor,116622,1,2,1
290,2025-05-03,25,ekor,143953,1,2,1
291,2025-05-04,9,kg,130337,1,4,1
292,2025-05-05,12,ekor,134591,1,2,1
293,2025-05-06,13,kg,124359,1,4,1
294,2025-05-07,4,kg,128361,1,4,1
295,2025-05-08,37,ekor,149609,1,2,1
296,2025-05-09,9,kg,128224,1,4,1
297,2025-05-10,10,kg,132488,1,4,1
298,2025-05-11,29,kg,125905,1,4,1
299,2025-05-12,48,ekor,140461,1,2,1
300,2025-05-13,19,kg,139975,1,4,1
301,2025-05-14,19,ekor,148593,1,2,1
302,2025-05-15,16,kg,110626,1,4,1
303,2025-05-16,10,ekor,146910,1,2,1
304,2025-05-17,31,ekor,145669,1,2,1
305,2025-05-18,37,ekor,142543,1,2,1
306,2025-05-19,3,ekor,143630,1,2,1
307,2025-05-20,40,ekor,144826,1,2,1
308,2025-05-21,39,kg,101826,1,4,1
309,2025-05-22,19,kg,147377,1,4,1
310,2025-05-23,50,kg,117548,1,4,1
311,2025-05-24,33,kg,141760,1,4,1
312,2025-05-25,36,ekor,125247,1,2,1
313,2025-05-26,21,ekor,130183,1,2,1
314,2025-05-27,30,ekor,148031,1,2,1
315,2025-05-28,20,ekor,115390,1,2,1
316,2025-05-29,44,kg,146320,1,4,1
317,2025-05-30,49,kg,100755,1,4,1
318,2025-05-31,41,kg,111451,1,4,1
319,2025-06-01,28,kg,126428,1,4,1
320,2025-06-02,6,ekor,116118,1,2,1
321,2025-06-03,15,kg,141754,1,4,1
322,2025-06-04,29,kg,104294,1,4,1
323,2025-06-05,8,kg,125950,1,4,1
324,2025-06-06,30,ekor,148305,1,2,1
325,2025-06-07,14,ekor,116279,1,2,1
326,2025-06-08,45,kg,135751,1,4,1
327,2025-06-09,2,ekor,127324,1,2,1
328,2025-06-10,19,kg,105434,1,4,1
329,2025-06-11,15,kg,112805,1,4,1
330,2025-06-12,13,kg,131960,1,4,1
331,2025-06-13,25,kg,116091,1,4,1
332,2025-06-14,14,kg,140416,1,4,1
333,2025-06-15,25,kg,127743,1,4,1
334,2025-06-16,24,kg,119059,1,4,1
335,2025-06-17,6,kg,141940,1,4,1
336,2025-06-18,47,kg,120627,1,4,1
337,2025-06-19,26,ekor,112133,1,2,1
338,2025-06-20,43,ekor,113269,1,2,1
339,2025-06-21,41,ekor,148477,1,2,1
340,2025-06-22,44,ekor,132934,1,2,1
341,2025-06-23,16,kg,147529,1,4,1
342,2025-06-24,10,kg,107104,1,4,1
343,2025-06-25,43,ekor,137616,1,2,1
344,2025-06-26,40,ekor,102369,1,2,1
345,2025-06-27,12,kg,112129,1,4,1
346,2025-06-28,16,ekor,143354,1,2,1
347,2025-06-29,12,ekor,116727,1,2,1
348,2025-06-30,14,kg,131728,1,4,1
349,2025-07-01,3,kg,102401,1,4,1
350,2025-07-02,4,kg,107587,1,4,1
351,2025-07-03,11,ekor,100635,1,2,1
352,2025-07-04,12,ekor,130071,1,2,1
353,2025-07-05,50,kg,139417,1,4,1
354,2025-07-06,42,kg,133266,1,4,1
355,2025-07-07,37,ekor,127786,1,2,1
356,2025-07-08,36,ekor,144929,1,2,1
357,2025-07-09,24,kg,129573,1,4,1
358,2025-07-10,16,kg,105223,1,4,1
359,2025-07-11,33,ekor,135996,1,2,1
360,2025-07-12,18,ekor,114486,1,2,1
361,2025-07-13,31,ekor,111786,1,2,1
362,2025-07-14,8,kg,128550,1,4,1
363,2025-07-15,27,ekor,115331,1,2,1
364,2025-07-16,47,kg,136373,1,4,1
365,2025-07-17,34,kg,112731,1,4,1
366,2025-07-18,29,kg,135918,1,4,1
367,2025-07-19,11,ekor,125794,1,2,1
368,2025-07-20,45,ekor,103530,1,2,1
369,2025-07-21,38,kg,125278,1,4,1
370,2025-07-22,19,ekor,106859,1,2,1
371,2025-07-23,2,ekor,144163,1,2,1
372,2025-07-24,7,kg,104058,1,4,1
373,2025-07-25,37,kg,131263,1,4,1
374,2025-07-26,37,kg,100324,1,4,1
375,2025-07-27,37,ekor,121528,1,2,1
376,2025-07-28,35,ekor,144871,1,2,1
377,2025-07-29,49,ekor,114876,1,2,1
378,2025-07-30,14,kg,127991,1,4,1
379,2025-07-31,40,kg,115980,1,4,1
380,2025-08-01,36,kg,144090,1,4,1
381,2025-08-02,8,kg,115273,1,4,1
382,2025-08-03,2,ekor,144843,1,2,1
383,2025-08-04,20,ekor,111457,1,2,1
384,2025-08-05,23,kg,102293,1,4,1
385,2025-08-06,48,kg,131486,1,4,1
386,2025-08-07,38,ekor,101926,1,2,1
387,2025-08-08,45,ekor,126085,1,2,1
388,2025-08-09,38,ekor,147559,1,2,1
389,2025-08-10,28,ekor,105843,1,2,1
390,2025-08-11,29,ekor,133967,1,2,1
391,2025-08-12,9,kg,125582,1,4,1
392,2025-08-13,4,kg,131134,1,4,1
393,2025-08-14,35,kg,128329,1,4,1
394,2025-08-15,17,ekor,108315,1,2,1
395,2025-08-16,30,ekor,121959,1,2,1
396,2025-08-17,40,kg,125327,1,4,1
397,2025-08-18,41,kg,113170,1,4,1
398,2025-08-19,43,kg,131674,1,4,1
399,2025-08-20,26,kg,119894,1,4,1
400,2025-08-21,28,ekor,147777,1,2,1
401,2025-08-22,15,ekor,125418,1,2,1
402,2025-08-23,13,kg,144218,1,4,1
403,2025-08-24,2,ekor,110002,1,2,1
404,2025-08-25,33,kg,115786,1,4,1
405,2025-08-26,3,kg,120824,1,4,1
406,2025-08-27,8,ekor,122065,1,2,1
407,2025-08-28,20,ekor,119494,1,2,1
408,2025-08-29,39,kg,100191,1,4,1
409,2025-08-30,45,ekor,137728,1,2,1
410,2025-08-31,29,ekor,104349,1,2,1
411,2025-09-01,35,ekor,122985,1,2,1
412,2025-09-02,21,ekor,115522,1,2,1
413,2025-09-03,46,ekor,135975,1,2,1
414,2025-09-04,48,ekor,149963,1,2,1
415,2025-09-05,20,ekor,133602,1,2,1
416,2025-09-06,4,ekor,134660,1,2,1
417,2025-09-07,37,kg,143844,1,4,1
418,2025-09-08,14,kg,124270,1,4,1
419,2025-09-09,10,ekor,137430,1,2,1
420,2025-09-10,22,ekor,114760,1,2,1
421,2025-09-11,17,kg,140636,1,4,1
422,2025-09-12,44,kg,119862,1,4,1
423,2025-09-13,36,ekor,109853,1,2,1
424,2025-09-14,13,ekor,102197,1,2,1
425,2025-09-15,23,ekor,123748,1,2,1
426,2025-09-16,15,kg,134764,1,4,1
427,2025-09-17,5,ekor,107330,1,2,1
428,2025-09-18,48,kg,143046,1,4,1
429,2025-09-19,10,ekor,110033,1,2,1
430,2025-09-20,36,ekor,128653,1,2,1
431,2025-09-21,6,kg,115815,1,4,1
432,2025-09-22,14,kg,103616,1,4,1
433,2025-09-23,16,ekor,128716,1,2,1
434,2025-09-24,15,ekor,114563,1,2,1
435,2025-09-25,12,kg,115059,1,4,1
436,2025-09-26,12,kg,103693,1,4,1
437,2025-09-27,2,kg,113394,1,4,1
438,2025-09-28,45,ekor,148235,1,2,1
439,2025-09-29,36,ekor,100811,1,2,1
440,2025-09-30,47,ekor,148955,1,2,1
441,2025-10-01,10,ekor,122725,1,2,1
442,2025-10-02,48,kg,140301,1,4,1
443,2025-10-03,23,ekor,115931,1,2,1
444,2025-10-04,20,ekor,113391,1,2,1
445,2025-10-05,25,ekor,121874,1,2,1
446,2025-10-06,16,kg,135712,1,4,1
447,2025-10-07,7,ekor,121388,1,2,1
448,2025-10-08,31,kg,120788,1,4,1
449,2025-10-09,11,ekor,125851,1,2,1
450,2025-10-10,38,ekor,127319,1,2,1
451,2025-10-11,22,kg,145352,1,4,1
452,2025-10-12,19,kg,100269,1,4,1
453,2025-10-13,3,ekor,112678,1,2,1
454,2025-10-14,43,kg,107298,1,4,1
455,2025-10-15,30,ekor,108218,1,2,1
456,2025-10-16,1,kg,111258,1,4,1
457,2025-10-17,21,ekor,123991,1,2,1
458,2025-10-18,20,ekor,110935,1,2,1
459,2025-10-19,40,kg,135264,1,4,1
460,2025-10-20,26,kg,112662,1,4,1
461,2025-10-21,21,kg,146255,1,4,1
462,2025-10-22,31,kg,127250,1,4,1
463,2025-10-23,10,ekor,116395,1,2,1
464,2025-10-24,28,kg,139697,1,4,1
465,2025-10-25,36,ekor,127222,1,2,1
466,2025-10-26,40,ekor,117323,1,2,1
467,2025-10-27,3,kg,140745,1,4,1
468,2025-10-28,26,kg,113598,1,4,1
469,2025-10-29,22,kg,142800,1,4,1
470,2025-10-30,8,ekor,116195,1,2,1
471,2025-10-31,13,ekor,103431,1,2,1
472,2025-11-01,4,ekor,136111,1,2,1
473,2025-11-02,35,kg,108434,1,4,1
474,2025-11-03,26,kg,116792,1,4,1
475,2025-11-04,16,kg,120264,1,4,1
476,2025-11-05,26,kg,113007,1,4,1
477,2025-11-06,16,kg,115447,1,4,1
478,2025-11-07,23,ekor,149450,1,2,1
479,2025-11-08,15,kg,145390,1,4,1
480,2025-11-09,47,kg,100859,1,4,1
481,2025-11-10,45,kg,135614,1,4,1
482,2025-11-11,27,kg,137099,1,4,1
483,2025-11-12,16,kg,120208,1,4,1
484,2025-11-13,20,ekor,102684,1,2,1
485,2025-11-14,30,ekor,118543,1,2,1
486,2025-11-15,17,kg,131129,1,4,1
487,2025-11-16,4,kg,104718,1,4,1
488,2025-11-17,9,kg,148413,1,4,1
489,2025-11-18,19,kg,134791,1,4,1
490,2025-11-19,27,kg,147674,1,4,1
491,2025-11-20,44,ekor,136914,1,2,1
492,2025-11-21,12,kg,116351,1,4,1
493,2025-11-22,30,ekor,121468,1,2,1
494,2025-11-23,25,kg,105343,1,4,1
495,2025-11-24,32,kg,147667,1,4,1
496,2025-11-25,9,ekor,107102,1,2,1
497,2025-11-26,41,kg,128567,1,4,1
498,2025-11-27,24,ekor,134012,1,2,1
499,2025-11-28,24,kg,131645,1,4,1
500,2025-11-29,49,ekor,125056,1,2,1
501,2025-11-30,3,ekor,117230,1,2,1
502,2025-12-01,25,ekor,117243,1,2,1
503,2025-12-02,38,ekor,137386,1,2,1
504,2025-12-03,27,kg,102483,1,4,1
505,2025-12-04,11,kg,123762,1,4,1
506,2025-12-05,13,kg,137427,1,4,1
507,2025-12-06,36,ekor,140707,1,2,1
508,2025-12-07,9,ekor,116106,1,2,1
509,2025-12-08,45,kg,146685,1,4,1
510,2025-12-09,29,kg,130573,1,4,1
511,2025-12-10,34,kg,122813,1,4,1
512,2025-12-11,47,kg,120972,1,4,1
513,2025-12-12,43,kg,103623,1,4,1
514,2025-12-13,6,ekor,114634,1,2,1
515,2025-12-14,40,kg,139197,1,4,1
516,2025-12-15,47,ekor,112227,1,2,1
517,2025-12-16,44,ekor,136699,1,2,1
518,2025-12-17,11,ekor,127835,1,2,1
519,2025-12-18,37,kg,139197,1,4,1
520,2025-12-19,28,ekor,135678,1,2,1
521,2025-12-20,1,ekor,109494,1,2,1
522,2025-12-21,23,kg,118718,1,4,1
523,2025-12-22,17,ekor,132091,1,2,1
524,2025-12-23,2,kg,132405,1,4,1
525,2025-12-24,17,kg,117342,1,4,1
526,2025-12-25,44,ekor,138952,1,2,1
527,2025-12-26,16,kg,117524,1,4,1
528,2025-12-27,2,ekor,134149,1,2,1
529,2025-12-28,48,kg,112269,1,4,1
530,2025-12-29,34,kg,128254,1,4,1
531,2025-12-30,25,ekor,128374,1,2,1
532,2025-12-31,24,kg,109491,1,4,1
533,2026-01-01,27,kg,123054,1,4,1
534,2026-01-02,43,kg,115022,1,4,1
535,2026-01-03,27,ekor,115521,1,2,1
536,2026-01-04,1,kg,121045,1,4,1
537,2026-01-05,5,kg,114978,1,4,1
538,2026-01-06,1,ekor,132882,1,2,1
539,2026-01-07,41,ekor,141506,1,2,1
540,2026-01-08,35,ekor,100114,1,2,1
541,2026-01-09,18,kg,118193,1,4,1
542,2026-01-10,42,kg,111662,1,4,1
543,2026-01-11,47,kg,136688,1,4,1
544,2026-01-12,46,kg,134847,1,4,1
545,2026-01-13,12,ekor,110818,1,2,1
546,2026-01-14,36,kg,108519,1,4,1
547,2026-01-15,15,kg,109131,1,4,1
548,2026-01-16,32,ekor,128571,1,2,1
549,2026-01-17,13,ekor,129453,1,2,1
550,2026-01-18,46,ekor,128096,1,2,1
551,2026-01-19,4,kg,128899,1,4,1
552,2026-01-20,30,kg,126724,1,4,1
553,2026-01-21,25,ekor,109266,1,2,1
554,2026-01-22,5,ekor,112169,1,2,1
555,2026-01-23,23,ekor,100640,1,2,1
556,2026-01-24,6,ekor,141469,1,2,1
557,2026-01-25,3,kg,117725,1,4,1
558,2026-01-26,47,kg,103205,1,4,1
559,2026-01-27,49,kg,126943,1,4,1
560,2026-01-28,46,ekor,125784,1,2,1
561,2026-01-29,43,kg,146628,1,4,1
562,2026-01-30,28,ekor,110468,1,2,1
563,2026-01-31,45,ekor,136138,1,2,1
564,2026-02-01,13,ekor,122709,1,2,1
565,2026-02-02,10,ekor,112888,1,2,1
566,2026-02-03,26,kg,100620,1,4,1
567,2026-02-04,50,kg,123299,1,4,1
568,2026-02-05,49,ekor,128252,1,2,1
569,2026-02-06,11,ekor,125973,1,2,1
570,2026-02-07,48,kg,148190,1,4,1
571,2026-02-08,43,kg,114258,1,4,1
572,2026-02-09,11,ekor,119557,1,2,1
573,2026-02-10,21,kg,139869,1,4,1
574,2026-02-11,35,ekor,137161,1,2,1
575,2026-02-12,37,ekor,140791,1,2,1
576,2026-02-13,32,kg,142032,1,4,1
577,2026-02-14,36,kg,143360,1,4,1
578,2026-02-15,39,kg,138555,1,4,1
579,2026-02-16,10,ekor,103234,1,2,1
580,2026-02-17,35,kg,146620,1,4,1
581,2026-02-18,23,kg,117253,1,4,1
582,2026-02-19,38,kg,107107,1,4,1
583,2026-02-20,28,ekor,104041,1,2,1
584,2026-02-21,24,kg,140831,1,4,1
585,2026-02-22,49,kg,108367,1,4,1
586,2026-02-23,23,kg,147901,1,4,1
587,2026-02-24,33,kg,145447,1,4,1
588,2026-02-25,48,ekor,111663,1,2,1
589,2026-02-26,41,kg,131440,1,4,1
590,2026-02-27,42,kg,137966,1,4,1
