id,tgl_distribusi,jumlah,satuan,harga_berlaku,id_unit_ternak,id_jenis_produk,id_mitra_bisnis
273,2025-04-16,44,kg,135510,1,5,1
274,2025-04-17,50,kg,102837,1,5,1
275,2025-04-18,31,liter,10660,1,3,1
276,2025-04-19,30,liter,8975,1,3,1
277,2025-04-20,29,liter,9174,1,3,1
278,2025-04-21,36,liter,8631,1,3,1
279,2025-04-22,7,liter,11577,1,3,1
280,2025-04-23,11,kg,111979,1,5,1
281,2025-04-24,42,liter,11847,1,3,1
282,2025-04-25,45,liter,10374,1,3,1
283,2025-04-26,15,liter,8065,1,3,1
284,2025-04-27,21,liter,10246,1,3,1
285,2025-04-28,7,liter,10532,1,3,1
286,2025-04-29,44,liter,10057,1,3,1
287,2025-04-30,19,liter,8100,1,3,1
288,2025-05-01,27,kg,142317,1,5,1
289,2025-05-02,23,kg,130731,1,5,1
290,2025-05-03,41,liter,11310,1,3,1
291,2025-05-04,16,kg,104060,1,5,1
292,2025-05-05,23,liter,9676,1,3,1
293,2025-05-06,45,liter,8888,1,3,1
294,2025-05-07,30,liter,10823,1,3,1
295,2025-05-08,38,kg,122033,1,5,1
296,2025-05-09,6,kg,107602,1,5,1
297,2025-05-10,49,kg,110754,1,5,1
298,2025-05-11,22,kg,115880,1,5,1
299,2025-05-12,1,kg,127325,1,5,1
300,2025-05-13,14,liter,8880,1,3,1
301,2025-05-14,36,liter,8312,1,3,1
302,2025-05-15,38,kg,117271,1,5,1
303,2025-05-16,36,liter,8775,1,3,1
304,2025-05-17,5,liter,9195,1,3,1
305,2025-05-18,24,kg,115053,1,5,1
306,2025-05-19,17,kg,112443,1,5,1
307,2025-05-20,37,liter,10420,1,3,1
308,2025-05-21,45,kg,126829,1,5,1
309,2025-05-22,9,kg,140153,1,5,1
310,2025-05-23,17,liter,10554,1,3,1
311,2025-05-24,8,kg,132889,1,5,1
312,2025-05-25,31,kg,133079,1,5,1
313,2025-05-26,25,liter,10019,1,3,1
314,2025-05-27,14,liter,8298,1,3,1
315,2025-05-28,31,kg,127962,1,5,1
316,2025-05-29,45,kg,119757,1,5,1
317,2025-05-30,46,liter,9838,1,3,1
318,2025-05-31,50,kg,117682,1,5,1
319,2025-06-01,41,kg,107014,1,5,1
320,2025-06-02,50,liter,11050,1,3,1
321,2025-06-03,18,kg,107417,1,5,1
322,2025-06-04,45,liter,8613,1,3,1
323,2025-06-05,9,kg,102753,1,5,1
324,2025-06-06,41,liter,8705,1,3,1
325,2025-06-07,7,kg,140763,1,5,1
326,2025-06-08,48,liter,10033,1,3,1
327,2025-06-09,6,liter,9996,1,3,1
328,2025-06-10,9,liter,9565,1,3,1
329,2025-06-11,13,liter,9201,1,3,1
330,2025-06-12,4,liter,11687,1,3,1
331,2025-06-13,24,liter,11931,1,3,1
332,2025-06-14,6,kg,129712,1,5,1
333,2025-06-15,7,liter,10579,1,3,1
334,2025-06-16,14,kg,128276,1,5,1
335,2025-06-17,42,kg,124852,1,5,1
336,2025-06-18,26,kg,133621,1,5,1
337,2025-06-19,5,liter,10247,1,3,1
338,2025-06-20,16,liter,11927,1,3,1
339,2025-06-21,1,liter,9829,1,3,1
340,2025-06-22,22,liter,8392,1,3,1
341,2025-06-23,35,kg,140632,1,5,1
342,2025-06-24,26,liter,10589,1,3,1
343,2025-06-25,13,liter,8215,1,3,1
344,2025-06-26,2,liter,11613,1,3,1
345,2025-06-27,15,kg,148019,1,5,1
346,2025-06-28,49,liter,10807,1,3,1
347,2025-06-29,30,liter,11662,1,3,1
348,2025-06-30,10,kg,110011,1,5,1
349,2025-07-01,22,kg,107403,1,5,1
350,2025-07-02,16,liter,11829,1,3,1
351,2025-07-03,5,kg,111150,1,5,1
352,2025-07-04,21,liter,11127,1,3,1
353,2025-07-05,34,liter,11594,1,3,1
354,2025-07-06,36,kg,141743,1,5,1
355,2025-07-07,35,liter,10863,1,3,1
356,2025-07-08,22,liter,10238,1,3,1
357,2025-07-09,29,kg,110034,1,5,1
358,2025-07-10,33,kg,123839,1,5,1
359,2025-07-11,19,kg,128495,1,5,1
360,2025-07-12,37,liter,9681,1,3,1
361,2025-07-13,30,kg,108856,1,5,1
362,2025-07-14,1,liter,10067,1,3,1
363,2025-07-15,18,liter,8176,1,3,1
364,2025-07-16,12,liter,11043,1,3,1
365,2025-07-17,20,kg,112837,1,5,1
366,2025-07-18,32,liter,9439,1,3,1
367,2025-07-19,43,kg,143644,1,5,1
368,2025-07-20,2,kg,118933,1,5,1
369,2025-07-21,38,kg,146188,1,5,1
370,2025-07-22,31,liter,11157,1,3,1
371,2025-07-23,28,kg,105169,1,5,1
372,2025-07-24,37,kg,105984,1,5,1
373,2025-07-25,1,kg,104589,1,5,1
374,2025-07-26,48,liter,8077,1,3,1
375,2025-07-27,18,kg,134949,1,5,1
376,2025-07-28,25,kg,129266,1,5,1
377,2025-07-29,28,liter,9552,1,3,1
378,2025-07-30,20,liter,11341,1,3,1
379,2025-07-31,46,kg,147923,1,5,1
380,2025-08-01,38,kg,124144,1,5,1
381,2025-08-02,19,liter,8178,1,3,1
382,2025-08-03,25,liter,9550,1,3,1
383,2025-08-04,11,kg,134842,1,5,1
384,2025-08-05,45,liter,9334,1,3,1
385,2025-08-06,9,liter,9327,1,3,1
386,2025-08-07,14,kg,110607,1,5,1
387,2025-08-08,22,liter,10654,1,3,1
388,2025-08-09,45,liter,8045,1,3,1
389,2025-08-10,34,liter,9458,1,3,1
390,2025-08-11,19,liter,8849,1,3,1
391,2025-08-12,7,liter,9386,1,3,1
392,2025-08-13,38,liter,8515,1,3,1
393,2025-08-14,16,kg,107246,1,5,1
394,2025-08-15,30,liter,11415,1,3,1
395,2025-08-16,50,liter,8715,1,3,1
396,2025-08-17,26,kg,103309,1,5,1
397,2025-08-18,40,kg,149138,1,5,1
398,2025-08-19,28,liter,9206,1,3,1
399,2025-08-20,6,kg,115120,1,5,1
400,2025-08-21,7,liter,10931,1,3,1
401,2025-08-22,8,kg,124709,1,5,1
402,2025-08-23,41,kg,127295,1,5,1
403,2025-08-24,26,liter,9376,1,3,1
404,2025-08-25,36,kg,143357,1,5,1
405,2025-08-26,33,liter,10582,1,3,1
406,2025-08-27,6,kg,109685,1,5,1
407,2025-08-28,3,kg,118453,1,5,1
408,2025-08-29,30,kg,115771,1,5,1
409,2025-08-30,10,kg,101722,1,5,1
410,2025-08-31,10,liter,8581,1,3,1
411,2025-09-01,29,liter,11453,1,3,1
412,2025-09-02,4,kg,142903,1,5,1
413,2025-09-03,2,kg,129139,1,5,1
414,2025-09-04,23,liter,8219,1,3,1
415,2025-09-05,39,liter,10080,1,3,1
416,2025-09-06,47,liter,9422,1,3,1
417,2025-09-07,27,kg,113297,1,5,1
418,2025-09-08,45,kg,128231,1,5,1
419,2025-09-09,10,kg,149282,1,5,1
420,2025-09-10,1,liter,11550,1,3,1
421,2025-09-11,26,kg,133763,1,5,1
422,2025-09-12,47,kg,129772,1,5,1
423,2025-09-13,25,liter,11652,1,3,1
424,2025-09-14,8,kg,140703,1,5,1
425,2025-09-15,48,liter,8639,1,3,1
426,2025-09-16,5,liter,10761,1,3,1
427,2025-09-17,50,liter,10496,1,3,1
428,2025-09-18,41,liter,11245,1,3,1
429,2025-09-19,44,kg,116002,1,5,1
430,2025-09-20,43,kg,132668,1,5,1
431,2025-09-21,48,kg,133061,1,5,1
432,2025-09-22,29,kg,104337,1,5,1
433,2025-09-23,24,liter,8299,1,3,1
434,2025-09-24,10,kg,113627,1,5,1
435,2025-09-25,45,kg,112107,1,5,1
436,2025-09-26,1,liter,8437,1,3,1
437,2025-09-27,35,liter,8541,1,3,1
438,2025-09-28,18,kg,130205,1,5,1
439,2025-09-29,50,kg,138148,1,5,1
440,2025-09-30,34,liter,9955,1,3,1
441,2025-10-01,17,liter,11307,1,3,1
442,2025-10-02,29,liter,10494,1,3,1
443,2025-10-03,30,liter,10905,1,3,1
444,2025-10-04,24,kg,129359,1,5,1
445,2025-10-05,2,liter,9133,1,3,1
446,2025-10-06,28,kg,122671,1,5,1
447,2025-10-07,2,liter,10328,1,3,1
448,2025-10-08,15,liter,8321,1,3,1
449,2025-10-09,8,kg,101018,1,5,1
450,2025-10-10,1,kg,101424,1,5,1
451,2025-10-11,45,kg,130009,1,5,1
452,2025-10-12,1,kg,128489,1,5,1
453,2025-10-13,34,liter,10674,1,3,1
454,2025-10-14,43,liter,11059,1,3,1
455,2025-10-15,25,liter,9110,1,3,1
456,2025-10-16,35,liter,8958,1,3,1
457,2025-10-17,3,kg,130757,1,5,1
458,2025-10-18,28,kg,122196,1,5,1
459,2025-10-19,10,kg,145338,1,5,1
460,2025-10-20,47,liter,8579,1,3,1
461,2025-10-21,31,liter,9655,1,3,1
462,2025-10-22,35,kg,109394,1,5,1
463,2025-10-23,36,liter,9882,1,3,1
464,2025-10-24,7,liter,11419,1,3,1
465,2025-10-25,34,liter,9390,1,3,1
466,2025-10-26,50,liter,9211,1,3,1
467,2025-10-27,10,kg,149866,1,5,1
468,2025-10-28,34,liter,8701,1,3,1
469,2025-10-29,2,kg,108060,1,5,1
470,2025-10-30,8,kg,117376,1,5,1
471,2025-10-31,9,kg,142527,1,5,1
472,2025-11-01,16,liter,8926,1,3,1
473,2025-11-02,5,liter,11688,1,3,1
474,2025-11-03,33,kg,145009,1,5,1
475,2025-11-04,9,liter,11095,1,3,1
476,2025-11-05,7,liter,9605,1,3,1
477,2025-11-06,1,kg,112970,1,5,1
478,2025-11-07,13,liter,10472,1,3,1
479,2025-11-08,30,liter,10405,1,3,1
480,2025-11-09,27,liter,11189,1,3,1
481,2025-11-10,24,kg,101924,1,5,1
482,2025-11-11,11,kg,122328,1,5,1
483,2025-11-12,40,kg,134222,1,5,1
484,2025-11-13,43,liter,8316,1,3,1
485,2025-11-14,19,liter,8955,1,3,1
486,2025-11-15,46,liter,8541,1,3,1
487,2025-11-16,43,kg,113788,1,5,1
488,2025-11-17,37,liter,9333,1,3,1
489,2025-11-18,50,kg,131560,1,5,1
490,2025-11-19,30,kg,144261,1,5,1
491,2025-11-20,10,liter,9910,1,3,1
492,2025-11-21,16,liter,11165,1,3,1
493,2025-11-22,29,liter,9830,1,3,1
494,2025-11-23,7,liter,11318,1,3,1
495,2025-11-24,9,liter,9716,1,3,1
496,2025-11-25,27,liter,9867,1,3,1
497,2025-11-26,28,kg,109297,1,5,1
498,2025-11-27,49,liter,9517,1,3,1
499,2025-11-28,44,kg,133071,1,5,1
500,2025-11-29,40,kg,131174,1,5,1
501,2025-11-30,33,liter,11922,1,3,1
502,2025-12-01,27,kg,106403,1,5,1
503,2025-12-02,23,liter,11673,1,3,1
504,2025-12-03,6,kg,107391,1,5,1
505,2025-12-04,17,kg,140679,1,5,1
506,2025-12-05,44,liter,11007,1,3,1
507,2025-12-06,12,kg,101498,1,5,1
508,2025-12-07,48,liter,9196,1,3,1
509,2025-12-08,46,liter,11142,1,3,1
510,2025-12-09,33,kg,131064,1,5,1
511,2025-12-10,13,liter,10428,1,3,1
512,2025-12-11,30,liter,11908,1,3,1
513,2025-12-12,24,liter,9847,1,3,1
514,2025-12-13,9,kg,138700,1,5,1
515,2025-12-14,47,kg,139910,1,5,1
516,2025-12-15,41,kg,107786,1,5,1
517,2025-12-16,18,liter,9367,1,3,1
518,2025-12-17,45,liter,9850,1,3,1
519,2025-12-18,31,liter,11592,1,3,1
520,2025-12-19,4,liter,11126,1,3,1
521,2025-12-20,16,liter,11778,1,3,1
522,2025-12-21,7,liter,11976,1,3,1
523,2025-12-22,24,liter,10655,1,3,1
524,2025-12-23,11,liter,11002,1,3,1
525,2025-12-24,39,liter,10206,1,3,1
526,2025-12-25,40,kg,109703,1,5,1
527,2025-12-26,7,kg,126438,1,5,1
528,2025-12-27,42,liter,8125,1,3,1
529,2025-12-28,29,liter,10455,1,3,1
530,2025-12-29,23,liter,8842,1,3,1
531,2025-12-30,24,liter,11800,1,3,1
532,2025-12-31,1,kg,141193,1,5,1
533,2026-01-01,17,kg,148815,1,5,1
534,2026-01-02,45,kg,110075,1,5,1
535,2026-01-03,8,liter,9724,1,3,1
536,2026-01-04,48,kg,104183,1,5,1
537,2026-01-05,6,kg,124281,1,5,1
538,2026-01-06,27,liter,8286,1,3,1
539,2026-01-07,3,kg,139950,1,5,1
540,2026-01-08,8,kg,104725,1,5,1
541,2026-01-09,5,kg,142920,1,5,1
542,2026-01-10,23,kg,112252,1,5,1
543,2026-01-11,26,kg,139720,1,5,1
544,2026-01-12,2,kg,118638,1,5,1
545,2026-01-13,20,kg,143659,1,5,1
546,2026-01-14,9,kg,141558,1,5,1
547,2026-01-15,41,kg,147034,1,5,1
548,2026-01-16,13,kg,135136,1,5,1
549,2026-01-17,9,kg,130306,1,5,1
550,2026-01-18,28,liter,11834,1,3,1
551,2026-01-19,1,kg,148982,1,5,1
552,2026-01-20,28,kg,140314,1,5,1
553,2026-01-21,8,liter,8686,1,3,1
554,2026-01-22,11,liter,10889,1,3,1
555,2026-01-23,1,liter,9213,1,3,1
556,2026-01-24,10,liter,9187,1,3,1
557,2026-01-25,29,kg,132160,1,5,1
558,2026-01-26,16,liter,11971,1,3,1
559,2026-01-27,34,liter,9137,1,3,1
560,2026-01-28,48,kg,140805,1,5,1
561,2026-01-29,5,kg,100847,1,5,1
562,2026-01-30,19,liter,9438,1,3,1
563,2026-01-31,36,kg,114881,1,5,1
564,2026-02-01,44,kg,119479,1,5,1
565,2026-02-02,1,liter,11371,1,3,1
566,2026-02-03,23,liter,10148,1,3,1
567,2026-02-04,40,liter,11347,1,3,1
568,2026-02-05,6,liter,10805,1,3,1
569,2026-02-06,5,liter,8173,1,3,1
570,2026-02-07,6,kg,126663,1,5,1
571,2026-02-08,22,liter,10967,1,3,1
572,2026-02-09,46,kg,126949,1,5,1
573,2026-02-10,16,kg,106808,1,5,1
574,2026-02-11,3,liter,9650,1,3,1
575,2026-02-12,49,liter,9624,1,3,1
576,2026-02-13,41,kg,113374,1,5,1
577,2026-02-14,26,kg,136379,1,5,1
578,2026-02-15,1,kg,146928,1,5,1
579,2026-02-16,19,liter,9718,1,3,1
580,2026-02-17,50,kg,139605,1,5,1
581,2026-02-18,11,liter,11248,1,3,1
582,2026-02-19,16,liter,8777,1,3,1
583,2026-02-20,45,liter,10591,1,3,1
584,2026-02-21,33,kg,107471,1,5,1
585,2026-02-22,15,kg,138378,1,5,1
586,2026-02-23,36,liter,8483,1,3,1
587,2026-02-24,21,liter,9407,1,3,1
588,2026-02-25,48,liter,9660,1,3,1
589,2026-02-26,24,kg,101403,1,5,1
590,2026-02-27,23,kg,112773,1,5,1
591,2026-02-28,37,kg,126806,1,5,1
592,2026-03-01,24,kg,149942,1,5,1
593,2026-03-02,9,kg,109596,1,5,1
594,2026-03-03,40,liter,9005,1,3,1
595,2026-03-04,39,kg,130682,1,5,1
596,2026-03-05,46,liter,10069,1,3,1
597,2026-03-06,21,liter,8047,1,3,1
598,2026-03-07,8,liter,11586,1,3,1
599,2026-03-08,41,kg,142409,1,5,1
600,2026-03-09,44,liter,8437,1,3,1
601,2026-03-10,17,liter,9459,1,3,1
602,2026-03-11,36,liter,11225,1,3,1
