id,tgl_produksi,jumlah,satuan,sumber_pasokan,id_unit_ternak,id_jenis_produk
155,2024-12-19,11,ekor,Peternakan Sendiri,1,5
156,2024-12-20,40,kg,Peternakan Lain,1,5
157,2024-12-21,44,kg,Pengepul,1,5
158,2024-12-22,25,kg,Pengepul,1,5
159,2024-12-23,18,kg,Peternakan Lain,1,5
160,2024-12-24,21,ekor,Peternakan Sendiri,1,5
161,2024-12-25,31,kg,Peternakan Lain,1,5
162,2024-12-26,32,ekor,Peternakan Lain,1,5
163,2024-12-27,9,ekor,Peternakan Lain,1,5
164,2024-12-28,50,ekor,Pengepul,1,5
165,2024-12-29,9,ekor,Peternakan Sendiri,1,5
166,2024-12-30,5,kg,Pengepul,1,5
167,2024-12-31,1,kg,Peternakan Sendiri,1,5
168,2025-01-01,38,ekor,Pengepul,1,5
169,2025-01-02,2,ekor,Peternakan Lain,1,5
170,2025-01-03,43,kg,Peternakan Sendiri,1,5
171,2025-01-04,39,ekor,Peternakan Lain,1,5
172,2025-01-05,9,kg,Pengepul,1,5
173,2025-01-06,31,kg,Peternakan Sendiri,1,5
174,2025-01-07,50,kg,Peternakan Sendiri,1,5
175,2025-01-08,41,ekor,Peternakan Sendiri,1,5
176,2025-01-09,2,kg,Peternakan Sendiri,1,5
177,2025-01-10,23,ekor,Pengepul,1,5
178,2025-01-11,23,kg,Pengepul,1,5
179,2025-01-12,39,ekor,Pengepul,1,5
180,2025-01-13,17,kg,Pengepul,1,5
181,2025-01-14,28,ekor,Pengepul,1,5
182,2025-01-15,48,ekor,Pengepul,1,5
183,2025-01-16,45,kg,Peternakan Sendiri,1,5
184,2025-01-17,34,kg,Peternakan Lain,1,5
185,2025-01-18,42,kg,Peternakan Lain,1,5
186,2025-01-19,34,ekor,Peternakan Lain,1,5
187,2025-01-20,44,ekor,Pengepul,1,5
188,2025-01-21,16,kg,Pengepul,1,5
189,2025-01-22,44,ekor,Peternakan Sendiri,1,5
190,2025-01-23,23,kg,Pengepul,1,5
191,2025-01-24,32,ekor,Peternakan Lain,1,5
192,2025-01-25,1,kg,Peternakan Lain,1,5
193,2025-01-26,12,ekor,Peternakan Sendiri,1,5
194,2025-01-27,28,kg,Peternakan Lain,1,5
195,2025-01-28,38,ekor,Peternakan Lain,1,5
196,2025-01-29,48,ekor,Peternakan Sendiri,1,5
197,2025-01-30,35,kg,Peternakan Lain,1,5
198,2025-01-31,35,ekor,Pengepul,1,5
199,2025-02-01,21,kg,Peternakan Lain,1,5
200,2025-02-02,22,kg,Peternakan Lain,1,5
201,2025-02-03,46,ekor,Pengepul,1,5
202,2025-02-04,44,ekor,Peternakan Sendiri,1,5
203,2025-02-05,28,kg,Peternakan Lain,1,5
204,2025-02-06,23,ekor,Peternakan Sendiri,1,5
205,2025-02-07,47,kg,Peternakan Sendiri,1,5
206,2025-02-08,17,ekor,Pengepul,1,5
207,2025-02-09,27,kg,Pengepul,1,5
208,2025-02-10,9,kg,Peternakan Lain,1,5
209,2025-02-11,4,ekor,Pengepul,1,5
210,2025-02-12,31,kg,Peternakan Sendiri,1,5
211,2025-02-13,4,kg,Peternakan Lain,1,5
212,2025-02-14,33,ekor,Peternakan Lain,1,5
213,2025-02-15,16,kg,Peternakan Sendiri,1,5
214,2025-02-16,39,kg,Peternakan Lain,1,5
215,2025-02-17,1,ekor,Pengepul,1,5
216,2025-02-18,23,kg,Peternakan Sendiri,1,5
217,2025-02-19,22,kg,Peternakan Sendiri,1,5
218,2025-02-20,23,kg,Peternakan Sendiri,1,5
219,2025-02-21,5,kg,Peternakan Lain,1,5
220,2025-02-22,22,kg,Peternakan Sendiri,1,5
221,2025-02-23,40,kg,Peternakan Sendiri,1,5
222,2025-02-24,27,kg,Peternakan Sendiri,1,5
223,2025-02-25,11,kg,Peternakan Lain,1,5
224,2025-02-26,16,ekor,Pengepul,1,5
225,2025-02-27,30,ekor,Peternakan Lain,1,5
226,2025-02-28,44,ekor,Pengepul,1,5
227,2025-03-01,24,ekor,Pengepul,1,5
228,2025-03-02,32,ekor,Peternakan Sendiri,1,5
229,2025-03-03,29,kg,Peternakan Lain,1,5
230,2025-03-04,25,kg,Peternakan Lain,1,5
231,2025-03-05,27,kg,Peternakan Lain,1,5
232,2025-03-06,34,ekor,Peternakan Lain,1,5
233,2025-03-07,10,kg,Pengepul,1,5
234,2025-03-08,8,kg,Peternakan Sendiri,1,5
235,2025-03-09,32,kg,Pengepul,1,5
236,2025-03-10,40,kg,Peternakan Lain,1,5
237,2025-03-11,19,ekor,Pengepul,1,5
238,2025-03-12,39,ekor,Peternakan Sendiri,1,5
239,2025-03-13,30,ekor,Peternakan Lain,1,5
240,2025-03-14,13,kg,Peternakan Sendiri,1,5
241,2025-03-15,24,kg,Peternakan Sendiri,1,5
242,2025-03-16,11,kg,Pengepul,1,5
243,2025-03-17,39,kg,Peternakan Lain,1,5
244,2025-03-18,26,ekor,Peternakan Lain,1,5
245,2025-03-19,36,ekor,Peternakan Sendiri,1,5
246,2025-03-20,33,kg,Peternakan Lain,1,5
247,2025-03-21,50,kg,Pengepul,1,5
248,2025-03-22,46,kg,Peternakan Lain,1,5
249,2025-03-23,46,kg,Peternakan Lain,1,5
250,2025-03-24,42,ekor,Peternakan Sendiri,1,5
251,2025-03-25,6,kg,Peternakan Lain,1,5
252,2025-03-26,44,kg,Peternakan Sendiri,1,5
253,2025-03-27,44,ekor,Peternakan Lain,1,5
254,2025-03-28,45,ekor,Pengepul,1,5
255,2025-03-29,36,kg,Peternakan Lain,1,5
256,2025-03-30,18,kg,Pengepul,1,5
257,2025-03-31,40,ekor,Peternakan Lain,1,5
258,2025-04-01,8,ekor,Pengepul,1,5
259,2025-04-02,50,ekor,Peternakan Sendiri,1,5
260,2025-04-03,12,kg,Peternakan Sendiri,1,5
261,2025-04-04,34,ekor,Peternakan Sendiri,1,5
262,2025-04-05,11,ekor,Peternakan Sendiri,1,5
263,2025-04-06,4,kg,Pengepul,1,5
264,2025-04-07,10,kg,Peternakan Lain,1,5
265,2025-04-08,9,ekor,Peternakan Lain,1,5
266,2025-04-09,40,kg,Peternakan Sendiri,1,5
267,2025-04-10,2,kg,Peternakan Sendiri,1,5
268,2025-04-11,50,kg,Peternakan Lain,1,5
269,2025-04-12,6,ekor,Pengepul,1,5
270,2025-04-13,43,kg,Peternakan Sendiri,1,5
271,2025-04-14,16,kg,Peternakan Lain,1,5
272,2025-04-15,2,kg,Pengepul,1,5
273,2025-04-16,28,kg,Peternakan Sendiri,1,5
274,2025-04-17,16,ekor,Pengepul,1,5
275,2025-04-18,29,kg,Peternakan Lain,1,5
276,2025-04-19,48,ekor,Peternakan Lain,1,5
277,2025-04-20,17,kg,Pengepul,1,5
278,2025-04-21,34,kg,Peternakan Sendiri,1,5
279,2025-04-22,44,kg,Peternakan Sendiri,1,5
280,2025-04-23,4,kg,Peternakan Sendiri,1,5
281,2025-04-24,42,kg,Peternakan Lain,1,5
282,2025-04-25,16,ekor,Peternakan Sendiri,1,5
283,2025-04-26,20,ekor,Pengepul,1,5
284,2025-04-27,1,ekor,Peternakan Lain,1,5
285,2025-04-28,13,kg,Peternakan Lain,1,5
286,2025-04-29,44,ekor,Peternakan Sendiri,1,5
287,2025-04-30,46,kg,Pengepul,1,5
288,2025-05-01,31,ekor,Peternakan Sendiri,1,5
289,2025-05-02,42,ekor,Peternakan Lain,1,5
290,2025-05-03,40,kg,Peternakan Sendiri,1,5
291,2025-05-04,2,kg,Pengepul,1,5
292,2025-05-05,36,kg,Peternakan Lain,1,5
293,2025-05-06,7,kg,Peternakan Sendiri,1,5
294,2025-05-07,45,kg,Peternakan Lain,1,5
295,2025-05-08,45,ekor,Peternakan Lain,1,5
296,2025-05-09,4,kg,Peternakan Lain,1,5
297,2025-05-10,49,kg,Pengepul,1,5
298,2025-05-11,13,kg,Peternakan Sendiri,1,5
299,2025-05-12,29,kg,Pengepul,1,5
300,2025-05-13,7,ekor,Pengepul,1,5
301,2025-05-14,7,ekor,Peternakan Lain,1,5
302,2025-05-15,31,kg,Peternakan Lain,1,5
303,2025-05-16,2,ekor,Peternakan Lain,1,5
304,2025-05-17,9,ekor,Peternakan Sendiri,1,5
305,2025-05-18,6,ekor,Pengepul,1,5
306,2025-05-19,30,ekor,Peternakan Lain,1,5
307,2025-05-20,30,ekor,Peternakan Lain,1,5
308,2025-05-21,24,kg,Peternakan Lain,1,5
309,2025-05-22,38,kg,Pengepul,1,5
310,2025-05-23,22,kg,Peternakan Lain,1,5
311,2025-05-24,9,ekor,Peternakan Lain,1,5
312,2025-05-25,50,ekor,Peternakan Lain,1,5
313,2025-05-26,28,ekor,Peternakan Sendiri,1,5
314,2025-05-27,8,ekor,Peternakan Lain,1,5
315,2025-05-28,42,kg,Peternakan Lain,1,5
316,2025-05-29,43,ekor,Peternakan Lain,1,5
317,2025-05-30,42,ekor,Peternakan Lain,1,5
318,2025-05-31,47,ekor,Pengepul,1,5
319,2025-06-01,43,ekor,Peternakan Lain,1,5
320,2025-06-02,49,kg,Pengepul,1,5
321,2025-06-03,36,kg,Peternakan Lain,1,5
322,2025-06-04,33,ekor,Pengepul,1,5
323,2025-06-05,7,kg,Peternakan Lain,1,5
324,2025-06-06,47,ekor,Peternakan Sendiri,1,5
325,2025-06-07,30,kg,Peternakan Sendiri,1,5
326,2025-06-08,8,ekor,Pengepul,1,5
327,2025-06-09,47,kg,Peternakan Sendiri,1,5
328,2025-06-10,8,ekor,Peternakan Lain,1,5
329,2025-06-11,24,ekor,Peternakan Lain,1,5
330,2025-06-12,45,kg,Peternakan Lain,1,5
331,2025-06-13,43,kg,Peternakan Sendiri,1,5
332,2025-06-14,40,kg,Peternakan Lain,1,5
333,2025-06-15,7,kg,Peternakan Sendiri,1,5
334,2025-06-16,37,ekor,Peternakan Lain,1,5
335,2025-06-17,19,kg,Pengepul,1,5
336,2025-06-18,6,kg,Peternakan Lain,1,5
337,2025-06-19,1,ekor,Peternakan Lain,1,5
338,2025-06-20,15,kg,Peternakan Sendiri,1,5
339,2025-06-21,36,kg,Pengepul,1,5
340,2025-06-22,46,kg,Pengepul,1,5
341,2025-06-23,50,ekor,Peternakan Sendiri,1,5
342,2025-06-24,50,ekor,Pengepul,1,5
343,2025-06-25,29,kg,Peternakan Sendiri,1,5
344,2025-06-26,33,kg,Peternakan Lain,1,5
345,2025-06-27,14,ekor,Peternakan Sendiri,1,5
346,2025-06-28,31,kg,Peternakan Lain,1,5
347,2025-06-29,30,ekor,Peternakan Sendiri,1,5
348,2025-06-30,7,kg,Pengepul,1,5
349,2025-07-01,35,kg,Peternakan Lain,1,5
350,2025-07-02,49,kg,Peternakan Sendiri,1,5
351,2025-07-03,10,kg,Pengepul,1,5
352,2025-07-04,19,ekor,Peternakan Lain,1,5
353,2025-07-05,40,ekor,Pengepul,1,5
354,2025-07-06,17,kg,Peternakan Lain,1,5
355,2025-07-07,48,ekor,Peternakan Lain,1,5
356,2025-07-08,35,kg,Pengepul,1,5
357,2025-07-09,19,ekor,Peternakan Lain,1,5
358,2025-07-10,23,kg,Peternakan Lain,1,5
359,2025-07-11,29,kg,Peternakan Sendiri,1,5
360,2025-07-12,44,kg,Peternakan Lain,1,5
361,2025-07-13,19,ekor,Peternakan Sendiri,1,5
362,2025-07-14,40,ekor,Pengepul,1,5
363,2025-07-15,8,kg,Peternakan Lain,1,5
364,2025-07-16,18,kg,Peternakan Lain,1,5
365,2025-07-17,11,kg,Peternakan Lain,1,5
366,2025-07-18,40,ekor,Peternakan Sendiri,1,5
367,2025-07-19,49,kg,Peternakan Lain,1,5
368,2025-07-20,12,kg,Peternakan Lain,1,5
369,2025-07-21,4,ekor,Peternakan Sendiri,1,5
370,2025-07-22,36,ekor,Peternakan Sendiri,1,5
371,2025-07-23,48,kg,Pengepul,1,5
372,2025-07-24,24,ekor,Pengepul,1,5
373,2025-07-25,10,ekor,Peternakan Sendiri,1,5
374,2025-07-26,30,ekor,Peternakan Sendiri,1,5
375,2025-07-27,5,ekor,Peternakan Lain,1,5
376,2025-07-28,47,ekor,Peternakan Lain,1,5
377,2025-07-29,17,ekor,Peternakan Lain,1,5
378,2025-07-30,39,kg,Pengepul,1,5
379,2025-07-31,15,kg,Pengepul,1,5
380,2025-08-01,19,kg,Peternakan Sendiri,1,5
381,2025-08-02,44,kg,Pengepul,1,5
382,2025-08-03,2,ekor,Pengepul,1,5
383,2025-08-04,40,ekor,Pengepul,1,5
384,2025-08-05,25,kg,Peternakan Lain,1,5
385,2025-08-06,49,kg,Pengepul,1,5
386,2025-08-07,20,kg,Pengepul,1,5
387,2025-08-08,5,ekor,Pengepul,1,5
388,2025-08-09,34,ekor,Peternakan Lain,1,5
389,2025-08-10,27,ekor,Peternakan Lain,1,5
390,2025-08-11,49,ekor,Peternakan Lain,1,5
391,2025-08-12,5,ekor,Pengepul,1,5
392,2025-08-13,19,ekor,Peternakan Sendiri,1,5
393,2025-08-14,35,kg,Pengepul,1,5
394,2025-08-15,26,kg,Pengepul,1,5
395,2025-08-16,3,ekor,Peternakan Sendiri,1,5
396,2025-08-17,32,kg,Peternakan Sendiri,1,5
397,2025-08-18,10,ekor,Pengepul,1,5
398,2025-08-19,29,kg,Peternakan Sendiri,1,5
399,2025-08-20,8,kg,Peternakan Lain,1,5
400,2025-08-21,43,kg,Peternakan Sendiri,1,5
401,2025-08-22,28,ekor,Peternakan Lain,1,5
402,2025-08-23,47,kg,Peternakan Lain,1,5
403,2025-08-24,28,ekor,Pengepul,1,5
404,2025-08-25,34,ekor,Peternakan Sendiri,1,5
405,2025-08-26,1,ekor,Peternakan Sendiri,1,5
406,2025-08-27,39,kg,Peternakan Lain,1,5
407,2025-08-28,39,ekor,Peternakan Sendiri,1,5
408,2025-08-29,34,ekor,Peternakan Lain,1,5
409,2025-08-30,34,kg,Peternakan Lain,1,5
410,2025-08-31,20,ekor,Peternakan Sendiri,1,5
411,2025-09-01,20,kg,Peternakan Sendiri,1,5
412,2025-09-02,3,kg,Pengepul,1,5
413,2025-09-03,33,ekor,Pengepul,1,5
414,2025-09-04,19,kg,Peternakan Sendiri,1,5
415,2025-09-05,29,ekor,Pengepul,1,5
416,2025-09-06,21,kg,Pengepul,1,5
417,2025-09-07,1,kg,Peternakan Lain,1,5
418,2025-09-08,16,kg,Peternakan Sendiri,1,5
419,2025-09-09,12,kg,Peternakan Lain,1,5
420,2025-09-10,7,ekor,Peternakan Sendiri,1,5
421,2025-09-11,48,kg,Pengepul,1,5
422,2025-09-12,28,kg,Peternakan Sendiri,1,5
423,2025-09-13,1,ekor,Peternakan Sendiri,1,5
424,2025-09-14,27,kg,Peternakan Lain,1,5
425,2025-09-15,2,kg,Peternakan Sendiri,1,5
426,2025-09-16,47,kg,Pengepul,1,5
427,2025-09-17,32,kg,Peternakan Lain,1,5
428,2025-09-18,24,kg,Pengepul,1,5
429,2025-09-19,17,kg,Peternakan Lain,1,5
430,2025-09-20,50,ekor,Peternakan Lain,1,5
431,2025-09-21,2,kg,Peternakan Lain,1,5
432,2025-09-22,10,kg,Peternakan Lain,1,5
433,2025-09-23,8,ekor,Peternakan Sendiri,1,5
434,2025-09-24,45,kg,Peternakan Sendiri,1,5
435,2025-09-25,26,ekor,Pengepul,1,5
436,2025-09-26,49,kg,Peternakan Sendiri,1,5
437,2025-09-27,4,ekor,Peternakan Lain,1,5
438,2025-09-28,14,ekor,Peternakan Lain,1,5
439,2025-09-29,12,ekor,Peternakan Lain,1,5
440,2025-09-30,39,ekor,Peternakan Lain,1,5
441,2025-10-01,30,ekor,Pengepul,1,5
442,2025-10-02,2,ekor,Peternakan Sendiri,1,5
443,2025-10-03,21,ekor,Peternakan Lain,1,5
444,2025-10-04,20,kg,Pengepul,1,5
445,2025-10-05,21,ekor,Pengepul,1,5
446,2025-10-06,12,ekor,Pengepul,1,5
447,2025-10-07,20,kg,Peternakan Lain,1,5
448,2025-10-08,35,kg,Peternakan Sendiri,1,5
449,2025-10-09,26,ekor,Peternakan Lain,1,5
450,2025-10-10,10,ekor,Peternakan Lain,1,5
451,2025-10-11,41,kg,Peternakan Lain,1,5
452,2025-10-12,41,kg,Peternakan Sendiri,1,5
453,2025-10-13,9,ekor,Peternakan Sendiri,1,5
454,2025-10-14,43,ekor,Peternakan Sendiri,1,5
455,2025-10-15,39,ekor,Peternakan Sendiri,1,5
456,2025-10-16,38,ekor,Peternakan Lain,1,5
457,2025-10-17,32,kg,Peternakan Lain,1,5
458,2025-10-18,36,kg,Pengepul,1,5
459,2025-10-19,27,kg,Pengepul,1,5
460,2025-10-20,24,ekor,Peternakan Lain,1,5
461,2025-10-21,2,ekor,Peternakan Sendiri,1,5
462,2025-10-22,24,kg,Peternakan Lain,1,5
463,2025-10-23,28,kg,Peternakan Lain,1,5
464,2025-10-24,25,ekor,Peternakan Lain,1,5
465,2025-10-25,50,ekor,Peternakan Lain,1,5
466,2025-10-26,46,kg,Peternakan Sendiri,1,5
467,2025-10-27,38,kg,Peternakan Lain,1,5
468,2025-10-28,46,kg,Peternakan Lain,1,5
469,2025-10-29,47,ekor,Peternakan Sendiri,1,5
470,2025-10-30,16,ekor,Pengepul,1,5
471,2025-10-31,1,ekor,Peternakan Lain,1,5
472,2025-11-01,48,ekor,Pengepul,1,5
473,2025-11-02,26,kg,Peternakan Lain,1,5
474,2025-11-03,9,ekor,Peternakan Lain,1,5
475,2025-11-04,49,kg,Pengepul,1,5
476,2025-11-05,13,ekor,Peternakan Lain,1,5
477,2025-11-06,9,ekor,Peternakan Sendiri,1,5
478,2025-11-07,44,ekor,Peternakan Lain,1,5
479,2025-11-08,32,kg,Peternakan Sendiri,1,5
480,2025-11-09,49,ekor,Peternakan Lain,1,5
481,2025-11-10,1,ekor,Pengepul,1,5
482,2025-11-11,26,ekor,Pengepul,1,5
483,2025-11-12,3,ekor,Pengepul,1,5
484,2025-11-13,28,kg,Peternakan Sendiri,1,5
485,2025-11-14,29,ekor,Peternakan Lain,1,5
486,2025-11-15,23,kg,Pengepul,1,5
487,2025-11-16,25,kg,Peternakan Sendiri,1,5
488,2025-11-17,44,ekor,Peternakan Lain,1,5
489,2025-11-18,33,kg,Peternakan Lain,1,5
490,2025-11-19,25,kg,Peternakan Lain,1,5
491,2025-11-20,47,ekor,Peternakan Lain,1,5
492,2025-11-21,47,kg,Peternakan Sendiri,1,5
493,2025-11-22,25,ekor,Peternakan Lain,1,5
494,2025-11-23,29,kg,Pengepul,1,5
495,2025-11-24,30,kg,Peternakan Sendiri,1,5
496,2025-11-25,18,ekor,Peternakan Sendiri,1,5
497,2025-11-26,35,kg,Pengepul,1,5
498,2025-11-27,38,ekor,Peternakan Lain,1,5
499,2025-11-28,34,ekor,Peternakan Lain,1,5
500,2025-11-29,28,kg,Peternakan Sendiri,1,5
501,2025-11-30,15,kg,Peternakan Sendiri,1,5
502,2025-12-01,28,ekor,Pengepul,1,5
503,2025-12-02,6,ekor,Peternakan Lain,1,5
504,2025-12-03,1,kg,Peternakan Lain,1,5
505,2025-12-04,25,kg,Peternakan Lain,1,5
506,2025-12-05,8,kg,Peternakan Lain,1,5
507,2025-12-06,29,ekor,Peternakan Sendiri,1,5
508,2025-12-07,27,ekor,Peternakan Lain,1,5
509,2025-12-08,26,ekor,Peternakan Sendiri,1,5
510,2025-12-09,18,kg,Peternakan Sendiri,1,5
